127.666667 295.333333
259.000000 305.000000
264.333333 111.666667
128.666667 164.000000
216.333333 140.333333
120.666667 9.000000
230.000000 19.666667
254.333333 308.666667
180.000000 142.000000
57.333333 245.333333
70.333333 122.666667
189.000000 143.000000
260.666667 176.666667
287.333333 41.000000
22.333333 45.000000
309.666667 267.333333
7.333333 19.333333
23.000000 55.666667
131.000000 152.000000
3.666667 14.000000
76.333333 124.333333
140.333333 306.333333
261.333333 179.000000
66.000000 108.000000
105.000000 123.333333
137.666667 175.333333
30.333333 326.666667
318.666667 291.000000
287.333333 56.666667
332.000000 93.666667
101.666667 308.333333
28.000000 109.000000
112.000000 168.333333
282.000000 243.000000
104.333333 285.666667
41.333333 298.333333
194.000000 181.666667
271.333333 122.333333
144.666667 121.333333
14.333333 250.000000
29.000000 269.333333
92.000000 59.333333
262.666667 194.666667
134.333333 217.000000
251.333333 133.000000
310.666667 20.000000
225.333333 122.666667
246.333333 4.000000
75.333333 195.333333
31.333333 179.666667
265.000000 190.000000
144.666667 126.000000
155.666667 200.333333
32.333333 300.666667
105.666667 164.000000
217.333333 252.000000
100.333333 93.333333
95.333333 147.000000
288.333333 229.666667
148.000000 206.333333
146.666667 243.000000
10.333333 39.000000
32.333333 257.000000
160.333333 225.000000
236.333333 309.000000
189.000000 285.333333
165.666667 117.666667
195.333333 321.666667
102.000000 227.666667
73.000000 208.000000
176.000000 290.333333
244.000000 276.333333
167.666667 6.333333
90.000000 122.666667
236.000000 238.333333
113.333333 49.666667
265.333333 241.000000
206.000000 81.666667
282.000000 150.333333
307.000000 185.000000
126.333333 162.666667
254.666667 76.000000
280.333333 116.666667
64.333333 166.666667
11.333333 254.666667
41.333333 304.666667
329.000000 285.333333
247.666667 163.666667
75.666667 121.666667
286.333333 312.000000
144.000000 183.666667
145.666667 76.000000
91.666667 135.666667
158.000000 40.333333
286.000000 131.666667
9.666667 79.000000
78.333333 264.333333
272.666667 142.666667
47.666667 3.666667
309.333333 176.333333
258.666667 134.666667
147.666667 254.333333
204.333333 179.333333
202.000000 280.000000
301.333333 272.666667
42.666667 229.333333
123.000000 305.666667
305.666667 332.000000
108.000000 247.666667
156.666667 61.000000
